source_order,star_grade,monster_type,monster_family,element,awakened_name,image_url,base_image_url,monster_url,awakening_essences,skill_ups,source_url
645,4,Support,Dice Magician,Dark,Monte,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Monte_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Dice_Magician_Dark_Icon.png,https://summonerswarskyarena.info/monster/monte-dark-dice-magician-review/,10 20 5 15,11,https://summonerswarskyarena.info/monster-list/
646,5,HP,Dokkaebi Lord,Fire,Moogwang,https://summonerswarskyarena.info/wp-content/uploads/2023/10/unit_icon_0133_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2023/10/unit_icon_0133_0_2.png,https://summonerswarskyarena.info/monster/moogwang-fire-dokkaebi-lord-review/,5 15 10 20,11,https://summonerswarskyarena.info/monster-list/
647,5,Support,Art Master,Dark,Mookwol,https://summonerswarskyarena.info/wp-content/uploads/2020/06/mookwol.png,https://summonerswarskyarena.info/wp-content/uploads/2020/06/dark-art-master.png,https://summonerswarskyarena.info/monster/mookwol-dark-art-master-review/,5 15 10 20,12,https://summonerswarskyarena.info/monster-list/
648,5,Attack,Striker,Water,Moore,https://summonerswarskyarena.info/wp-content/uploads/2020/11/moore.png,https://summonerswarskyarena.info/wp-content/uploads/2020/11/water-striker.png,https://summonerswarskyarena.info/monster/moore-water-striker-review/,5 15 10 20,10,https://summonerswarskyarena.info/monster-list/
649,3,Attack,High Elemental,Wind,Moria,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Moria_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/High_Elemental_Wind_Icon.png,https://summonerswarskyarena.info/monster/moria-wind-high-elemental-review/,15 10 10 5,9,https://summonerswarskyarena.info/monster-list/
650,4,HP,Tomb Warden,Water,Mork,https://summonerswarskyarena.info/wp-content/uploads/2024/12/unit_icon_0176_0_1_mork2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/12/unit_icon_0176_0_1_mork.png,https://summonerswarskyarena.info/monster/mork-water-tomb-warden-review/,5 15 10 20,12,https://summonerswarskyarena.info/monster-list/
651,4,Support,Dice Magician,Wind,Morris,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Morris_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/01/Dice_Magician_Wind_Icon.png,https://summonerswarskyarena.info/monster/morris-wind-dice-magician-review/,10 20 5 15,9,https://summonerswarskyarena.info/monster-list/
652,5,Support,Specter Princess,Light,Mortera,https://summonerswarskyarena.info/wp-content/uploads/2024/12/unit_icon_0175_0_4_Mortera2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/12/unit_icon_0175_0_4_Mortera.png,https://summonerswarskyarena.info/monster/mortera-light-specter-princess-review/,15 5 20 10,10,https://summonerswarskyarena.info/monster-list/
653,5,Support,Hacker,Dark,N1X,https://summonerswarskyarena.info/wp-content/uploads/2024/04/unit_icon_0146_1_5_n1x.png,https://summonerswarskyarena.info/wp-content/uploads/2024/04/unit_icon_0146_0_5.png,https://summonerswarskyarena.info/monster/n1x-dark-hacker-review/,20 10 15 5,11,https://summonerswarskyarena.info/monster-list/
654,3,HP,Penguin Knight,Fire,Naki,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Naki-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2015/03/Penguin-Knight-Fire.png,https://summonerswarskyarena.info/monster/naki-fire-penguin-knight-review/,15 10 10 5,13,https://summonerswarskyarena.info/monster-list/
655,3,HP,Mummy,Wind,Namib,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Namib-Wind.png,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Mummy-Wind.png,https://summonerswarskyarena.info/monster/namib-wind-mummy-review/,15 10 10 5,8,https://summonerswarskyarena.info/monster-list/
656,5,Support,Mage,Water,Nana,https://summonerswarskyarena.info/wp-content/uploads/2021/05/nana.png,https://summonerswarskyarena.info/wp-content/uploads/2021/05/water-mage.png,https://summonerswarskyarena.info/monster/nana-water-mage-review/,5 15 10 20,,https://summonerswarskyarena.info/monster-list/
657,3,Attack,Beast Hunter,Fire,Nangrim,https://summonerswarskyarena.info/wp-content/uploads/2015/01/nangrim.png,https://summonerswarskyarena.info/wp-content/uploads/2015/01/beast-hunter-fire.png,https://summonerswarskyarena.info/monster/nangrim-fire-beast-hunter-review/,15 10 10 5,9,https://summonerswarskyarena.info/monster-list/
658,3,Attack,Martial Cat,Wind,Naomi,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Naomi_Icon-1.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Martial_Cat_Wind_Icon.png,https://summonerswarskyarena.info/monster/naomi-wind-martial-cat-review/,15 10 10 5,8,https://summonerswarskyarena.info/monster-list/
659,5,Attack,Beast Rider,Light,Narsha,https://summonerswarskyarena.info/wp-content/uploads/2019/12/unit_icon_0054_3_0.png,https://summonerswarskyarena.info/wp-content/uploads/2019/12/unit_icon_0053_3_4.png,https://summonerswarskyarena.info/monster/narsha-light-beast-rider-review/,5 15 10 20,10,https://summonerswarskyarena.info/monster-list/
660,4,Attack,Assassin,Light,Natalie,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Natalie-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2015/08/Assassin-Light.png,https://summonerswarskyarena.info/monster/natalie-light-assassin-review/,10 20 5 15,14,https://summonerswarskyarena.info/monster-list/
661,3,Support,Fairy,Light,Neal,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Neal_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/06/Fairy_Light_Icon.png,https://summonerswarskyarena.info/monster/neal-light-fairy-review/,5 10 10 15,15,https://summonerswarskyarena.info/monster-list/
662,4,HP,Hypnomeow,Wind,Nebelung,https://summonerswarskyarena.info/wp-content/uploads/2022/05/unit_icon_0085_1_3.png,https://summonerswarskyarena.info/wp-content/uploads/2022/05/unit_icon_0085_0_3.png,https://summonerswarskyarena.info/monster/nebelung-wind-hypnomeow-review/,15 5 20 10,10,https://summonerswarskyarena.info/monster-list/
663,5,Support,Desert Queen,Dark,Nephthys,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Nephthys-Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Desert-Queen-Dark.png,https://summonerswarskyarena.info/monster/nephthys-dark-desert-queen-review/,20 10 15 5,9,https://summonerswarskyarena.info/monster-list/
664,5,Support,Justice,Water,Neriope,https://summonerswarskyarena.info/wp-content/uploads/2025/12/unit_icon_0202_0_1_Neriope2.png,https://summonerswarskyarena.info/wp-content/uploads/2025/12/unit_icon_0202_0_1_Neriope.png,https://summonerswarskyarena.info/monster/neriope-water-justice-review/,20 10 15 5,9,https://summonerswarskyarena.info/monster-list/
665,5,HP,Nezuko Kamado,Water,Nezuko Kamado,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_NezukoWa.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_NezukoWa.png,https://summonerswarskyarena.info/monster/nezuko-kamado-water-nezuko-kamado-review/,,11,https://summonerswarskyarena.info/monster-list/
666,5,Support,Nezuko Kamado,Fire,Nezuko Kamado,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_NezukoF.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_NezukoF.png,https://summonerswarskyarena.info/monster/nezuko-kamado-fire-nezuko-kamado-review/,,12,https://summonerswarskyarena.info/monster-list/
667,4,Support,Nezuko Kamado,Wind,Nezuko Kamado,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_NezukoWi.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_NezukoWi.png,https://summonerswarskyarena.info/monster/nezuko-kamado-wind-nezuko-kamado-review/,,11,https://summonerswarskyarena.info/monster-list/
668,4,Attack,Nezuko Kamado,Light,Nezuko Kamado,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_NezukoL.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_NezukoL.png,https://summonerswarskyarena.info/monster/nezuko-kamado-light-nezuko-kamado-review/,,10,https://summonerswarskyarena.info/monster-list/
669,5,Support,Nezuko Kamado,Dark,Nezuko Kamado,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_NezukoD.png,https://summonerswarskyarena.info/wp-content/uploads/2025/01/unit_icon_0167_1_1_NezukoD.png,https://summonerswarskyarena.info/monster/nezuko-kamado-dark-nezuko-kamado-review/,,12,https://summonerswarskyarena.info/monster-list/
670,3,Defense,Living Armor,Water,Nickel,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Nickel_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2016/12/Living_Armor_Water_Icon.png,https://summonerswarskyarena.info/monster/nickel-water-living-armor-review/,15 10 10 5,12,https://summonerswarskyarena.info/monster-list/
671,5,Attack,Occult Girl,Dark,Nicki,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Nicki_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2017/02/Occult_Girl_Dark_Icon.png,https://summonerswarskyarena.info/monster/nicki-dark-occult-girl-review/,20 10 15 5,13,https://summonerswarskyarena.info/monster-list/
672,5,HP,Night Fang,Water,Night Fang,https://summonerswarskyarena.info/wp-content/uploads/2026/06/unit_icon_0216_1_1_night_fang_wa.png,https://summonerswarskyarena.info/wp-content/uploads/2026/06/unit_icon_0216_1_1_night_fang_wa.png,https://summonerswarskyarena.info/monster/night-fang-water-night-fang-review/,,10,https://summonerswarskyarena.info/monster-list/
673,5,HP,Night Fang,Fire,Night Fang,https://summonerswarskyarena.info/wp-content/uploads/2026/06/unit_icon_0216_1_2_night_fang_fi.png,https://summonerswarskyarena.info/wp-content/uploads/2026/06/unit_icon_0216_1_2_night_fang_fi.png,https://summonerswarskyarena.info/monster/night-fang-fire-night-fang-review/,,8,https://summonerswarskyarena.info/monster-list/
674,4,HP,Night Fang,Wind,Night Fang,https://summonerswarskyarena.info/wp-content/uploads/2026/06/unit_icon_0216_1_3_night_fang_wi.png,https://summonerswarskyarena.info/wp-content/uploads/2026/06/unit_icon_0216_1_3_night_fang_wi.png,https://summonerswarskyarena.info/monster/night-fang-wind-night-fang-review/,,11,https://summonerswarskyarena.info/monster-list/
675,4,HP,Night Fang,Light,Night Fang,https://summonerswarskyarena.info/wp-content/uploads/2026/06/unit_icon_0216_1_4_night_fang_li.png,https://summonerswarskyarena.info/wp-content/uploads/2026/06/unit_icon_0216_1_4_night_fang_li.png,https://summonerswarskyarena.info/monster/night-fang-light-night-fang-review/,,8,https://summonerswarskyarena.info/monster-list/
676,5,HP,Night Fang,Dark,Night Fang,https://summonerswarskyarena.info/wp-content/uploads/2026/06/unit_icon_0216_1_5_night_fang_da.png,https://summonerswarskyarena.info/wp-content/uploads/2026/06/unit_icon_0216_1_5_night_fang_da.png,https://summonerswarskyarena.info/monster/night-fang-dark-night-fang-review/,,11,https://summonerswarskyarena.info/monster-list/
677,5,HP,Sage,Light,Nigong,https://summonerswarskyarena.info/wp-content/uploads/2015/01/nigong.png,https://summonerswarskyarena.info/wp-content/uploads/2015/01/pioneer-light.png,https://summonerswarskyarena.info/monster/nigong-light-pioneer-review/,20 10 15 5,11,https://summonerswarskyarena.info/monster-list/
678,5,Support,Nina Williams,Water,Nina Williams,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_ninawilliams_wa.png,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_ninawilliams_wa.png,https://summonerswarskyarena.info/monster/nina-williams-water-nina-williams-review/,,,https://summonerswarskyarena.info/monster-list/
679,4,Attack,Nina Williams,Fire,Nina Williams,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_ninawilliams_f.png,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_ninawilliams_f.png,https://summonerswarskyarena.info/monster/nina-williams-fire-nina-williams-review/,,13,https://summonerswarskyarena.info/monster-list/
680,4,Attack,Nina Williams,Wind,Nina Williams,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_ninawilliams_wi.png,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_ninawilliams_wi.png,https://summonerswarskyarena.info/monster/nina-williams-wind-nina-williams-review/,,12,https://summonerswarskyarena.info/monster-list/
681,5,Support,Nina Williams,Dark,Nina Williams,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_ninawilliams_d.png,https://summonerswarskyarena.info/wp-content/uploads/2025/07/unit_icon_0186_1_1_ninawilliams_d.png,https://summonerswarskyarena.info/monster/nina-williams-dark-nina-williams-review/,,11,https://summonerswarskyarena.info/monster-list/
682,4,Support,Dryad,Fire,Nisha,https://summonerswarskyarena.info/wp-content/uploads/2018/09/Nisha_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/09/Dryad_Fire_Icon.png,https://summonerswarskyarena.info/monster/nisha-fire-dryad-review/,15 5 20 10,13,https://summonerswarskyarena.info/monster-list/
683,5,Attack,Nobara Kugisaki,Water,Nobara Kugisaki,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0156_1_1_Nobara-Kugisaki_Water.png,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0156_1_1_Nobara-Kugisaki_Water.png,https://summonerswarskyarena.info/monster/nobara-kugisaki-water-nobara-kugisaki-review/,,11,https://summonerswarskyarena.info/monster-list/
684,4,HP,Nobara Kugisaki,Fire,Nobara Kugisaki,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0156_1_2_Nobara-Kugisaki_Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0156_1_2_Nobara-Kugisaki_Fire.png,https://summonerswarskyarena.info/monster/nobara-kugisaki-fire-nobara-kugisaki-review/,,12,https://summonerswarskyarena.info/monster-list/
685,5,HP,Nobara Kugisaki,Wind,Nobara Kugisaki,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0156_1_3_Nobara-Kugisaki_Wind.png,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0156_1_3_Nobara-Kugisaki_Wind.png,https://summonerswarskyarena.info/monster/nobara-kugisaki-wind-nobara-kugisaki-review/,,10,https://summonerswarskyarena.info/monster-list/
686,5,HP,Nobara Kugisaki,Light,Nobara Kugisaki,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0156_1_4_Nobara-Kugisaki_Light.png,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0156_1_4_Nobara-Kugisaki_Light.png,https://summonerswarskyarena.info/monster/nobara-kugisaki-light-nobara-kugisaki-review/,,10,https://summonerswarskyarena.info/monster-list/
687,4,Attack,Nobara Kugisaki,Dark,Nobara Kugisaki,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0156_1_5_Nobara-Kugisaki_Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2024/07/unit_icon_0156_1_5_Nobara-Kugisaki_Dark.png,https://summonerswarskyarena.info/monster/nobara-kugisaki-dark-nobara-kugisaki-review/,,11,https://summonerswarskyarena.info/monster-list/
688,4,Support,Magic Order Elementalist,Wind,Nobella,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0153_1_3_nobella2.png,https://summonerswarskyarena.info/wp-content/uploads/2024/06/unit_icon_0153_0_3_nobella.png,https://summonerswarskyarena.info/monster/nobella-wind-magic-order-elementalist-review/,12 15 10 15,12,https://summonerswarskyarena.info/monster-list/
689,5,Support,Totemist,Fire,Nora,https://summonerswarskyarena.info/wp-content/uploads/2021/11/unit_icon_0078_1_2.png,https://summonerswarskyarena.info/wp-content/uploads/2021/11/unit_icon_0078_0_2.png,https://summonerswarskyarena.info/monster/nora-fire-totemist-review/,5 15 10 20,11,https://summonerswarskyarena.info/monster-list/
690,3,HP,Mummy,Water,Nubia,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Nubia-Water.png,https://summonerswarskyarena.info/wp-content/uploads/2015/10/Mummy-Water.png,https://summonerswarskyarena.info/monster/nubia-water-mummy-review/,15 10 10 5,11,https://summonerswarskyarena.info/monster-list/
691,5,Support,Fairy King,Dark,Nyx,https://summonerswarskyarena.info/wp-content/uploads/2016/02/Nyx-Dark.png,https://summonerswarskyarena.info/wp-content/uploads/2016/02/Fairy-King-Dark.png,https://summonerswarskyarena.info/monster/nyx-dark-fairy-king-review/,20 10 15 5,9,https://summonerswarskyarena.info/monster-list/
692,5,Attack,Fairy King,Light,Oberon,https://summonerswarskyarena.info/wp-content/uploads/2016/02/Oberon-Light.png,https://summonerswarskyarena.info/wp-content/uploads/2016/02/Fairy-King-Light.png,https://summonerswarskyarena.info/monster/oberon-light-fairy-king-review/,20 10 15 5,10,https://summonerswarskyarena.info/monster-list/
693,5,Attack,Lightning Emperor,Wind,Odin,https://summonerswarskyarena.info/wp-content/uploads/2018/10/Odin_Icon.png,https://summonerswarskyarena.info/wp-content/uploads/2018/10/Lightning_Emperor_Wind_Icon.png,https://summonerswarskyarena.info/monster/odin-wind-lightning-emperor-review/,20 10 15 5,11,https://summonerswarskyarena.info/monster-list/
694,5,Attack,Sea Emperor,Fire,Okeanos,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Okeanos-Fire.png,https://summonerswarskyarena.info/wp-content/uploads/2015/06/Sea-Emperor-Fire.png,https://summonerswarskyarena.info/monster/okeanos-fire-sea-emperor-review/,20 10 15 5,13,https://summonerswarskyarena.info/monster-list/
